GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mybatis-spring-boot-sample-xml,sample.mybatis.domain,Hotel,0,54,0,0,0,14,0,10,0,10
mybatis-spring-boot-sample-xml,sample.mybatis.domain,City,0,54,0,0,0,14,0,10,0,10
mybatis-spring-boot-sample-xml,sample.mybatis,SampleXmlApplication,5,22,0,0,2,7,1,2,1,2
mybatis-spring-boot-sample-xml,sample.mybatis.dao,CityDao,0,14,0,0,0,4,0,2,0,2
