GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mybatis-spring-boot-autoconfigure,org.mybatis.spring.boot.autoconfigure,SpringBootVFS,0,67,0,2,0,14,0,5,0,4
mybatis-spring-boot-autoconfigure,org.mybatis.spring.boot.autoconfigure,MybatisAutoConfiguration.AutoConfiguredMapperScannerRegistrar,0,69,1,3,0,20,1,5,0,4
mybatis-spring-boot-autoconfigure,org.mybatis.spring.boot.autoconfigure,MybatisAutoConfiguration.MapperScannerRegistrarNotFoundConfiguration,0,15,0,0,0,3,0,2,0,2
mybatis-spring-boot-autoconfigure,org.mybatis.spring.boot.autoconfigure,MybatisAutoConfiguration,0,137,0,18,0,28,0,14,0,5
mybatis-spring-boot-autoconfigure,org.mybatis.spring.boot.autoconfigure,MybatisProperties,0,110,0,4,0,36,0,20,0,18
